tconst,name,genre,film year,rating,nconst,Primary Actor Relative Ratings,Primary Actor Relative Ratings - Mean,Primary Actor Relative Ratings - Std Dev
tt0067457,Murders in the Rue Morgue,"['Crime', 'Horror', 'Mystery']",1971,5.2,['nm0001673'],[-1.8220842191135704],-1.8220842191135704,0.0
tt0068720,The House Without a Christmas Tree,"['Drama', 'Family']",1972,7.8,['nm0001673'],[0.8151447511427831],0.8151447511427831,0.0
tt0070812,The Spy Who Never Was,['Drama'],1976,5.8,['nm0001673'],[-1.1918956504637883],-1.1918956504637883,0.0
tt0071867,Mr. Sycamore,"['Comedy', 'Drama', 'Fantasy']",1975,5.5,['nm0001673'],[-1.500197245715822],-1.500197245715822,0.0
tt0072730,A Boy and His Dog,"['Comedy', 'Drama', 'Sci-Fi']",1975,6.5,['nm0001673'],[-0.4876201261487261],-0.4876201261487261,0.0
tt0073404,A Moon for the Misbegotten,['Drama'],1975,8.3,['nm0001673'],[1.335018689072047],1.335018689072047,0.0
tt0075597,Washington: Behind Closed Doors,['Drama'],1977,8.1,['nm0001673'],[1.1415601839224372],1.1415601839224372,0.0
tt0076245,Julia,['Drama'],1977,7.2,['nm0001673'],[0.2302407763120515],0.2302407763120515,0.0
tt0077333,A Christmas to Remember,"['Drama', 'Family']",1978,6.5,['nm0001673'],[-0.4740347480030109],-0.4740347480030109,0.0
tt0077360,Comes a Horseman,"['Drama', 'Romance', 'Western']",1978,6.3,['nm0001673'],[-0.6765501719164303],-0.6765501719164303,0.0
tt0079319,Hurricane,"['Adventure', 'Drama']",1979,4.6,['nm0001673'],[-2.3934028157985887],-2.3934028157985887,0.0
tt0080485,Cabo Blanco,"['Action', 'Adventure', 'Crime']",1980,5.4,['nm0001673'],[-1.5788126607630064],-1.5788126607630064,0.0
tt0080708,F.D.R.: The Last Year,"['Biography', 'Drama']",1980,7.0,['nm0001673'],[0.0413107305443464],0.0413107305443464,0.0
tt0080849,Haywire,"['Biography', 'Drama']",1980,6.6,['nm0001673'],[-0.3637201172824922],-0.3637201172824922,0.0
tt0081150,Melvin and Howard,"['Comedy', 'Drama']",1980,6.8,['nm0001673'],[-0.1612046933690729],-0.1612046933690729,0.0
tt0081400,Raise the Titanic,"['Action', 'Adventure', 'Drama']",1980,5.1,['nm0001673'],[-1.882585796633136],-1.882585796633136,0.0
tt0083702,Burden of Dreams,['Documentary'],1982,7.9,['nm0001673'],[0.9616870569185434],0.9616870569185434,0.0
tt0085404,The Day After,"['Drama', 'Sci-Fi']",1983,7.0,['nm0001673'],[0.0548961086900615],0.0548961086900615,0.0
tt0085919,Max Dugan Returns,"['Comedy', 'Drama']",1983,6.6,['nm0001673'],[-0.350134739136777],-0.350134739136777,0.0
tt0086336,Something Wicked This Way Comes,"['Fantasy', 'Mystery', 'Thriller']",1983,6.8,['nm0001673'],[-0.1476193152233577],-0.1476193152233577,0.0
tt0088033,Sakharov,"['Biography', 'Drama']",1984,6.4,['nm0001673'],[-0.5481217036682907],-0.5481217036682907,0.0
tt0089500,The Long Hot Summer,"['Drama', 'Romance']",1985,7.2,['nm0001673'],[0.2664684513672913],0.2664684513672913,0.0
tt0091298,Johnny Bull,['Drama'],1986,6.2,['nm0001673'],[-0.7415802088178997],-0.7415802088178997,0.0
tt0091384,The Last Frontier,"['Drama', 'Romance']",1986,6.6,['nm0001673'],[-0.3365493609910619],-0.3365493609910619,0.0
tt0093382,Laguna Heat,"['Drama', 'Thriller']",1987,5.0,['nm0001673'],[-1.95214429291651],-1.95214429291651,0.0
tt0093647,Breaking Home Ties,['Drama'],1987,7.1,['nm0001673'],[0.1742676581743907],0.1742676581743907,0.0
tt0094020,Square Dance,"['Drama', 'Romance']",1987,5.9,['nm0001673'],[-1.0408248853061235],-1.0408248853061235,0.0
tt0094873,The Christmas Wife,['Drama'],1988,6.3,['nm0001673'],[-0.6312655780973809],-0.6312655780973809,0.0
tt0095238,The Good Mother,"['Drama', 'Romance']",1988,5.8,"['nm0001673', 'nm0000553']","[-1.1375541378809289, -0.7142580727766926]",-0.9259061053288108,0.2116480325521181
tt0095373,Inherit the Wind,"['Drama', 'History']",1988,6.7,"['nm0001673', 'nm0000018']","[-0.2262347302705423, 0.0623535682644132]",-0.0819405810030645,0.1442941492674777
tt0097236,Dream a Little Dream,"['Comedy', 'Drama', 'Romance']",1989,5.9,['nm0001673'],[-1.0317679665423132],-1.0317679665423132,0.0
tt0098067,Parenthood,"['Comedy', 'Drama']",1989,7.0,['nm0001673'],[0.0820668649814918],0.0820668649814918,0.0
tt0098197,Reunion,"['Drama', 'History']",1989,6.8,['nm0001673'],[-0.1204485589319274],-0.1204485589319274,0.0
tt0099143,Black Rainbow,"['Horror', 'Thriller']",1989,5.9,['nm0001673'],[-1.0317679665423132],-1.0317679665423132,0.0
tt0101126,An Inconvenient Woman,"['Drama', 'Mystery', 'Thriller']",1991,7.1,['nm0001673'],[0.1923814957020106],0.1923814957020106,0.0
tt0101569,Chernobyl: The Final Warning,"['Drama', 'History']",1991,6.3,"['nm0001673', 'nm0000685']","[-0.6176801999516658, -0.0318496187204375]",-0.3247649093360516,0.2929152906156141
tt0102404,Mark Twain and Me,"['Biography', 'Drama']",1991,6.9,['nm0001673'],[-0.0101339282114078],-0.0101339282114078,0.0
tt0102654,The Perfect Tribute,['Drama'],1991,6.6,['nm0001673'],[-0.3139070640815373],-0.3139070640815373,0.0
tt0104732,Lincoln,"['Biography', 'History']",1992,6.9,['nm0001673'],[-0.0056054688295021],-0.0056054688295021,0.0
tt0105480,Storyville,"['Drama', 'Mystery', 'Thriller']",1992,5.8,['nm0001673'],[-1.119440300353308],-1.119440300353308,0.0
tt0106223,The Adventures of Huck Finn,"['Adventure', 'Comedy', 'Drama']",1993,6.2,['nm0001673'],[-0.7098809931445647],-0.7098809931445647,0.0
tt0107099,Heidi,"['Drama', 'Family']",1993,7.1,['nm0001673'],[0.201438414465821],0.201438414465821,0.0
tt0109730,The Enemy Within,"['Drama', 'Thriller']",1994,5.8,['nm0001673'],[-1.1103833815894986],-1.1103833815894986,0.0
tt0113892,My Antonia,['Drama'],1995,6.3,['nm0001673'],[-0.5995663624240459],-0.5995663624240459,0.0
tt0116718,Journey,['Drama'],1995,6.5,['nm0001673'],[-0.3970509385106265],-0.3970509385106265,0.0
tt0119221,The Great American West,"['Documentary', 'History', 'Short']",1995,7.4,['nm0001673'],[0.51426846909976],0.51426846909976,0.0
tt0119269,Heartwood,['Drama'],1998,5.4,['nm0001673'],[-1.4973003918887164],-1.4973003918887164,0.0
tt0120323,A Thousand Acres,['Drama'],1997,6.1,['nm0001673'],[-0.7930248675736549],-0.7930248675736549,0.0
tt0128927,America and Lewis Hine,"['Biography', 'Documentary', 'History']",1984,7.2,['nm0001673'],[0.2619399919853856],0.2619399919853856,0.0
tt0138970,The Irish in America: Long Journey Home,"['Documentary', 'History']",1998,6.6,['nm0001673'],[-0.2822078484082022],-0.2822078484082022,0.0
tt0184038,The World of Tomorrow,['Documentary'],1984,8.5,['nm0001673'],[1.57829024742261],1.57829024742261,0.0
tt0193082,Deceptions,['Thriller'],1992,7.0,['nm0001673'],[0.095652243127207],0.095652243127207,0.0
tt0200668,Going Home,['Drama'],2000,6.3,['nm0001673'],[-0.5769240655145204],-0.5769240655145204,0.0
tt0204394,The Iceman Cometh,['Drama'],1960,7.9,"['nm0001673', 'nm0000602']","[0.8620609505166335, 1.0888037057596855]",0.9754323281381596,0.113371377621526
tt0209186,Noon Wine,"['Comedy', 'Drama', 'Musical']",1966,7.5,['nm0001673'],[0.4842008589812251],0.4842008589812251,0.0
tt0213023,Rabbit Ears: Jonah and the Whale,"['Animation', 'Short']",1992,8.3,['nm0001673'],[1.4120024985644322],1.4120024985644322,0.0
tt0227895,Dow Hour of Great Mysteries,['Mystery'],1960,8.4,['nm0001673'],[1.3683495103001813],1.3683495103001813,0.0
tt0228392,The Thanksgiving Treasure,['Drama'],1973,6.5,['nm0001673'],[-0.4966770449125365],-0.4966770449125365,0.0
tt0233023,ABC Stage 67,"['Comedy', 'Drama', 'Musical']",1966,7.8,"['nm0001673', 'nm0000273']","[0.7879739948513537, 1.000416741648889]",0.8941953682501214,0.1062213733987676
tt0238199,Empire of the Air: The Men Who Made Radio,"['Documentary', 'History']",1991,7.6,['nm0001673'],[0.6986700554855585],0.6986700554855585,0.0
tt0248543,They Drew Fire,['Documentary'],2000,7.0,['nm0001673'],[0.1318799181824468],0.1318799181824468,0.0
tt0267223,Star Tonight,['Drama'],1955,8.0,['nm0001673'],[0.940676365563818],0.940676365563818,0.0
tt0267717,The Making of 'Something Wicked This Way Comes',"['Documentary', 'Family']",1983,6.8,['nm0001673'],[-0.1476193152233577],-0.1476193152233577,0.0
tt0293373,The Magic of David Copperfield IV: The Vanishing Airplane,"['Comedy', 'Family', 'Fantasy']",1981,7.2,['nm0001673'],[0.2483546138396714],0.2483546138396714,0.0
tt0306435,Abe Lincoln in Illinois,['Drama'],1964,7.6,['nm0001673'],[0.5764016521741239],0.5764016521741239,0.0
tt0308203,The Easter Promise,"['Drama', 'Family']",1975,6.6,['nm0001673'],[-0.3863624141920169],-0.3863624141920169,0.0
tt0322634,Hughie,"['Comedy', 'Drama', 'Romance']",1984,9.2,['nm0001673'],[2.287094231119576],2.287094231119576,0.0
tt0324954,The 34th Annual Tony Awards,['Family'],1980,6.0,['nm0001673'],[-0.9712663890227492],-0.9712663890227492,0.0
tt0335471,They Said It with Music: Yankee Doodle to Ragtime,['Music'],1977,7.2,['nm0001673'],[0.2302407763120515],0.2302407763120515,0.0
tt0366142,Addie and the King of Hearts,"['Drama', 'Family']",1976,6.9,['nm0001673'],[-0.0780608189399826],-0.0780608189399826,0.0
tt0373138,Metallica: 2 of One,"['Music', 'Short']",1989,8.4,['nm0001673'],[1.4996748323754263],1.4996748323754263,0.0
tt0528201,One Day in the Life of Ivan Denisovich,"['Adventure', 'Comedy', 'Crime']",1963,7.7,['nm0001673'],[0.6731309047489292],0.6731309047489292,0.0
tt0587879,The Dead We Leave Behind,"['Drama', 'Horror', 'Mystery']",1972,7.0,['nm0001673'],[0.0050830554891066],0.0050830554891066,0.0
tt0746931,Jason Robards,"['Family', 'Game-Show']",1965,5.7,['nm0001673'],[-1.3429664156214527],-1.3429664156214527,0.0
tt0810864,Follow That Music,"['Musical', 'Short']",1947,7.8,['nm0001673'],[0.7019332665951589],0.7019332665951589,0.0
tt0923166,The Bat,['Mystery'],1960,7.6,['nm0001673'],[0.558287814646504],0.558287814646504,0.0
tt10332268,Part 1,"['Drama', 'Romance']",1985,8.6,['nm0001673'],[1.684076418761225],1.684076418761225,0.0
tt10332274,Part 2,"['Drama', 'Romance']",1985,8.2,['nm0001673'],[1.2790455709343862],1.2790455709343862,0.0
tt1288683,T.R.: The Story of Theodore Roosevelt (Part II),"['Biography', 'Documentary', 'History']",1996,8.5,['nm0001673'],[1.6326317600054705],1.6326317600054705,0.0
tt1406225,Truman: Part II,"['Biography', 'Documentary', 'History']",1997,7.8,['nm0001673'],[0.928356235690408],0.928356235690408,0.0
tt1589943,Part 1,['Drama'],1977,8.6,['nm0001673'],[1.647848743705985],1.647848743705985,0.0
tt1589944,Part 2,['Drama'],1977,9.2,['nm0001673'],[2.255395015446242],2.255395015446242,0.0
tt1589945,Part 3,['Drama'],1977,8.7,['nm0001673'],[1.7491064556626943],1.7491064556626943,0.0
tt1589946,Part 4,['Drama'],1977,8.9,['nm0001673'],[1.9516218795761144],1.9516218795761144,0.0
tt1589947,Part 5,['Drama'],1977,8.8,['nm0001673'],[1.8503641676194047],1.8503641676194047,0.0
tt1589948,Part 6,['Drama'],1977,8.0,['nm0001673'],[1.040302471965728],1.040302471965728,0.0
tt3307588,On the Waterways,['Documentary'],1991,7.0,['nm0001673'],[0.0911237837453014],0.0911237837453014,0.0
tt5846082,Episode #1.1,"['Drama', 'Mystery', 'Thriller']",1991,8.0,['nm0001673'],[1.1037009033123972],1.1037009033123972,0.0
tt5846358,Episode #1.2,"['Drama', 'Mystery', 'Thriller']",1991,7.5,['nm0001673'],[0.5974123435288493],0.5974123435288493,0.0
tt5850814,Part I,"['Drama', 'Family']",1993,7.4,['nm0001673'],[0.5052115503359504],0.5052115503359504,0.0
tt6192496,Part II,"['Drama', 'Family']",1993,7.1,['nm0001673'],[0.201438414465821],0.201438414465821,0.0
tt6919912,The Strange Case of Dr. Jekyll and Mr. Hyde,['Horror'],1967,6.5,['nm0001673'],[-0.5238478012039659],-0.5238478012039659,0.0
tt0018712,Blue Bottles,"['Comedy', 'Crime', 'Short']",1928,6.8,['nm0001452'],[0.0226509238144985],0.0226509238144985,0.0
tt0018817,Day-Dreams,"['Comedy', 'Short']",1928,7.9,['nm0001452'],[1.4336948023781475],1.4336948023781475,0.0
tt0023293,The Old Dark House,"['Comedy', 'Horror', 'Thriller']",1932,7.1,['nm0001452'],[0.3693526142256967],0.3693526142256967,0.0
tt0023326,Payment Deferred,"['Crime', 'Drama']",1932,6.9,['nm0001452'],[0.1127991817595797],0.1127991817595797,0.0
tt0023470,The Sign of the Cross,"['Drama', 'History']",1932,6.9,['nm0001452'],[0.1127991817595797],0.1127991817595797,0.0
tt0024188,Island of Lost Souls,"['Horror', 'Sci-Fi']",1932,7.4,['nm0001452'],[0.7541827629248744],0.7541827629248744,0.0
tt0024473,The Private Life of Henry VIII,['Drama'],1933,7.1,['nm0001452'],[0.3598204996537015],0.3598204996537015,0.0
tt0024771,White Woman,['Drama'],1933,6.1,['nm0001452'],[-0.9229466626768876],-0.9229466626768876,0.0
tt0024865,The Barretts of Wimpole Street,"['Biography', 'Drama', 'Romance']",1934,7.0,['nm0001452'],[0.222011668848649],0.222011668848649,0.0
tt0026725,Les Misérables,"['Drama', 'History', 'Romance']",1935,7.7,['nm0001452'],[1.1104165679080666],1.1104165679080666,0.0
tt0026955,Ruggles of Red Gap,"['Comedy', 'Romance', 'Western']",1935,7.6,['nm0001452'],[0.982139851675007],0.982139851675007,0.0
tt0028167,Rembrandt,"['Biography', 'Drama']",1936,7.1,['nm0001452'],[0.3312241559377171],0.3312241559377171,0.0
tt0030746,Sidewalks of London,['Comedy'],1938,7.0,['nm0001452'],[0.1838832105606694],0.1838832105606694,0.0
tt0030933,The Beachcomber,['Drama'],1938,6.6,['nm0001452'],[-0.3292236543715667],-0.3292236543715667,0.0
tt0031455,The Hunchback of Notre Dame,"['Drama', 'Romance']",1939,7.8,['nm0001452'],[1.2005648258531467],1.2005648258531467,0.0
tt0031505,Jamaica Inn,"['Adventure', 'Crime']",1939,6.3,['nm0001452'],[-0.7235859176427374],-0.7235859176427374,0.0
tt0031612,The Man from Down Under,"['Action', 'Comedy', 'Drama']",1943,6.0,['nm0001452'],[-1.1465445246298924],-1.1465445246298924,0.0
tt0033150,They Knew What They Wanted,"['Drama', 'Romance']",1940,6.2,['nm0001452'],[-0.861394748447791],-0.861394748447791,0.0
tt0033766,It Started with Eve,"['Comedy', 'Musical', 'Romance']",1941,7.6,['nm0001452'],[0.9249471642430394],0.9249471642430394,0.0
tt0035477,The Tuttles of Tahiti,"['Adventure', 'Comedy', 'Romance']",1942,6.0,['nm0001452'],[-1.1370124100578982],-1.1370124100578982,0.0
tt0036386,Stand by for Action,['War'],1942,6.6,['nm0001452'],[-0.3673521126595452],-0.3673521126595452,0.0
tt0036431,This Land Is Mine,"['Drama', 'War']",1943,7.6,['nm0001452'],[0.90588293509905],0.90588293509905,0.0
tt0036696,The Canterville Ghost,"['Comedy', 'Family', 'Fantasy']",1944,6.9,['nm0001452'],[-0.0015861931043566],-0.0015861931043566,0.0
tt0037330,The Suspect,"['Drama', 'Thriller']",1944,7.4,['nm0001452'],[0.639797388060938],0.639797388060938,0.0
tt0037576,Captain Kidd,"['Adventure', 'Biography', 'Drama']",1945,6.3,['nm0001452'],[-0.780778605074705],-0.780778605074705,0.0
tt0038341,Because of Him,"['Comedy', 'Musical', 'Romance']",1946,6.8,['nm0001452'],[-0.1489271384814055],-0.1489271384814055,0.0
tt0040109,Arch of Triumph,"['Drama', 'Romance', 'War']",1948,6.3,['nm0001452'],[-0.8093749487906894],-0.8093749487906894,0.0
tt0040160,The Big Clock,"['Crime', 'Drama', 'Film-Noir']",1948,7.7,['nm0001452'],[0.986499078472136],0.986499078472136,0.0
tt0040388,The Girl from Manhattan,"['Comedy', 'Drama', 'Romance']",1948,5.6,['nm0001452'],[-1.7073119624221025],-1.7073119624221025,0.0
tt0041207,The Bribe,"['Crime', 'Drama', 'Film-Noir']",1949,6.6,['nm0001452'],[-0.4340769146635069],-0.4340769146635069,0.0
tt0041628,The Man on the Eiffel Tower,"['Mystery', 'Thriller']",1949,5.8,['nm0001452'],[-1.4602906445279782],-1.4602906445279782,0.0
tt0043350,The Blue Veil,['Drama'],1951,7.2,['nm0001452'],[0.3165191535908582],0.3165191535908582,0.0
tt0044078,The Strange Door,"['Horror', 'Thriller']",1951,6.3,['nm0001452'],[-0.8379712925066727],-0.8379712925066727,0.0
tt0044320,Abbott and Costello Meet Captain Kidd,['Comedy'],1952,5.8,['nm0001452'],[-1.4888869882439626],-1.4888869882439626,0.0
tt0046269,Salome,"['Drama', 'History']",1953,5.8,['nm0001452'],[-1.4984191028159577],-1.4984191028159577,0.0
tt0046564,Young Bess,"['Biography', 'Drama', 'Romance']",1953,6.7,['nm0001452'],[-0.3439286567184268],-0.3439286567184268,0.0
tt0047094,Hobson's Choice,"['Comedy', 'Drama', 'Romance']",1954,7.7,['nm0001452'],[0.9293063910401684],0.9293063910401684,0.0
tt0048424,The Night of the Hunter,"['Crime', 'Drama', 'Film-Noir']",1955,8.0,"['nm0001452', 'nm0000053']","[1.30460442516735, 1.3511209170736287]",1.3278626711204895,0.0232582459531393
tt0051201,Witness for the Prosecution,"['Crime', 'Drama', 'Mystery']",1957,8.4,['nm0001452'],[1.798647060955597],1.798647060955597,0.0
tt0054328,Under Ten Flags,"['Drama', 'War']",1960,6.6,['nm0001452'],[-0.5389301749554481],-0.5389301749554481,0.0
tt0073029,Galileo,"['Biography', 'Drama']",1975,6.6,['nm0001452'],[-0.6819118935353679],-0.6819118935353679,0.0
tt0141543,Leben des Galilei,['Short'],1947,7.6,['nm0001452'],[0.8677544768110717],0.8677544768110717,0.0
tt0156487,Down River,"['Crime', 'Drama']",1931,6.0,['nm0001452'],[-1.032159149765957],-1.032159149765957,0.0
tt0164205,The Tonic,"['Comedy', 'Short']",1928,6.9,['nm0001452'],[0.1509276400475582],0.1509276400475582,0.0
tt0227127,News of the Day,"['Documentary', 'Short']",1952,6.2,['nm0001452'],[-0.9757801233117264],-0.9757801233117264,0.0
tt0231183,The Art Director,"['Documentary', 'Short']",1949,5.8,['nm0001452'],[-1.4602906445279782],-1.4602906445279782,0.0
tt0539645,Terror from the East,"['Crime', 'Drama', 'Mystery']",1961,5.4,['nm0001452'],[-2.0877828843241497],-2.0877828843241497,0.0
tt0675579,In the Presence of Mine Enemies,"['Comedy', 'Crime', 'Drama']",1960,8.4,"['nm0001452', 'nm0000602']","[1.7700507172396136, 1.6171082607604128]",1.693579489000013,0.0764712282396004
tt0725357,"Guest Host: Charles Laughton; guest stars: Elvis Presley, The Vagabonds, The Amen Brothers, Dorothy Sarnoff, Conn & Mann, Amru Sani, Al Bernie, Carl Ballantine","['Comedy', 'Family', 'Music']",1956,7.6,['nm0001452'],[0.7819654456631195],0.7819654456631195,0.0
tt0743025,The Albert Farnsworth Story,['Western'],1960,8.0,['nm0001452'],[1.2569438523073773],1.2569438523073773,0.0
tt0746541,Charles Laughton,"['Family', 'Game-Show']",1956,8.2,['nm0001452'],[1.5516257430614728],1.5516257430614728,0.0
tt0746701,Charles Laughton (2),"['Family', 'Game-Show']",1960,7.5,['nm0001452'],[0.6155602711420827],0.6155602711420827,0.0
tt0803524,"Hosts: Abbott & Costello; Guests: Charles Laughton, Isabel Bigley, Johnny Conrad, Sid Fields, Joe Kirk, Milton Frome, Bobby Barber, Jill Kraft, Anita Anton, Alex Fossell, Helen Donaldson, Three Beaus & a Peep, Al Goodman & his Orchestra","['Comedy', 'Romance']",1952,6.2,['nm0001452'],[-0.9757801233117264],-0.9757801233117264,0.0
tt1237711,Chasing the Temple Booty: Part Two,"['Documentary', 'History']",2008,6.9,['nm0001452'],[-0.611641525712014],-0.611641525712014,0.0
tt1421898,Charles Laughton,"['Documentary', 'History']",1978,8.1,['nm0001452'],[1.2136425062445315],1.2136425062445315,0.0
tt2062501,Charles Laughton Directs 'the Night of the Hunter',['Documentary'],2002,7.9,"['nm0001452', 'nm0000053']","[0.7283183240505441, 0.7518258124535522]",0.7400720682520481,0.011753744201504
tt0029380,Partners in Crime,"['Adventure', 'Comedy', 'Crime']",1937,6.1,['nm0000063'],[-0.424557213630525],-0.424557213630525,0.0
tt0033439,Bullets for O'Hara,"['Crime', 'Drama', 'Romance']",1941,5.4,['nm0000063'],[-1.1464384751079015],-1.1464384751079015,0.0
tt0033795,Knockout,"['Drama', 'Romance', 'Sport']",1941,5.8,['nm0000063'],[-0.7430035296916577],-0.7430035296916577,0.0
tt0035262,Road to Morocco,"['Adventure', 'Comedy', 'Family']",1942,7.1,['nm0000063'],[0.5641925161613981],0.5641925161613981,0.0
tt0036244,The Ox-Bow Incident,"['Drama', 'Western']",1942,8.0,"['nm0000063', 'nm0000020']","[1.471921143347948, 0.951531280701472]",1.21172621202471,0.260194931323238
tt0036961,Irish Eyes Are Smiling,"['Drama', 'Music', 'Romance']",1944,6.0,['nm0000063'],[-0.5531886372327476],-0.5531886372327476,0.0
tt0036998,Ladies of Washington,['Drama'],1944,6.4,['nm0000063'],[-0.1497536918165029],-0.1497536918165029,0.0
tt0037522,Back to Bataan,"['Drama', 'War']",1945,6.7,"['nm0000063', 'nm0000078']","[0.1488549904959423, 0.4958940756602189]",0.3223745330780806,0.1735195425821383
tt0037593,China Sky,"['Adventure', 'Drama', 'War']",1945,6.0,['nm0000063'],[-0.5571561639824852],-0.5571561639824852,0.0
tt0039191,Black Gold,"['Drama', 'History', 'Sport']",1947,6.3,['nm0000063'],[-0.2625150084197766],-0.2625150084197766,0.0
tt0039826,"Sinbad, the Sailor","['Adventure', 'Family', 'Fantasy']",1947,6.2,['nm0000063'],[-0.3633737447738373],-0.3633737447738373,0.0
tt0043359,The Brave Bulls,"['Drama', 'Romance', 'Sport']",1951,6.2,['nm0000063'],[-0.379243851772787],-0.379243851772787,0.0
tt0043790,Mask of the Avenger,"['Adventure', 'Drama', 'History']",1951,5.5,['nm0000063'],[-1.0852550062512143],-1.0852550062512143,0.0
tt0044333,Against All Flags,"['Action', 'Adventure', 'Drama']",1952,6.6,['nm0000063'],[0.020223566893719],0.020223566893719,0.0
tt0044449,The Brigand,"['Adventure', 'Romance']",1952,6.0,['nm0000063'],[-0.584928851230647],-0.584928851230647,0.0
tt0045614,Fatal Desire,"['Drama', 'Music', 'Romance']",1953,7.2,['nm0000063'],[0.6214084582683491],0.6214084582683491,0.0
tt0045630,City Beneath the Sea,"['Action', 'Adventure', 'Drama']",1953,5.4,['nm0000063'],[-1.1940487961047497],-1.1940487961047497,0.0
tt0045716,East of Sumatra,"['Action', 'Adventure', 'Romance']",1953,5.4,['nm0000063'],[-1.1940487961047497],-1.1940487961047497,0.0
tt0046239,"Ride, Vaquero!","['Romance', 'Western']",1953,6.1,['nm0000063'],[-0.488037641626323],-0.488037641626323,0.0
tt0046294,Seminole,"['Adventure', 'Western']",1953,6.2,['nm0000063'],[-0.3871789052722614],-0.3871789052722614,0.0
tt0046731,Attila,"['Biography', 'Drama', 'History']",1954,5.5,['nm0000063'],[-1.0971575865004266],-1.0971575865004266,0.0
tt0047190,The Long Wait,"['Adventure', 'Crime', 'Drama']",1954,6.5,['nm0000063'],[-0.088570222959816],-0.088570222959816,0.0
tt0047528,La Strada,['Drama'],1954,8.0,['nm0000063'],[1.4243108223510996],1.4243108223510996,0.0
tt0047630,Ulysses,"['Adventure', 'Fantasy', 'History']",1954,6.7,"['nm0000063', 'nm0000018']","[0.1131472497483062, -0.1193005630051911]",-0.0030766566284424,0.1162239063767486
tt0048331,The Magnificent Matador,"['Drama', 'Romance']",1955,5.6,['nm0000063'],[-1.0002663768961035],-1.0002663768961035,0.0
tt0048412,The Naked Street,"['Crime', 'Drama', 'Film-Noir']",1955,6.5,['nm0000063'],[-0.0925377497095537],-0.0925377497095537,0.0
tt0048603,Seven Cities of Gold,"['Adventure', 'Biography', 'History']",1955,5.9,['nm0000063'],[-0.6976901678339197],-0.6976901678339197,0.0
tt0049456,Lust for Life,"['Biography', 'Drama']",1956,7.4,"['nm0000063', 'nm0000018']","[0.8112233507272594, 0.4872515284291323]",0.6492374395781958,0.1619859111490635
tt0049472,Man from Del Rio,"['Romance', 'Western']",1956,6.3,['nm0000063'],[-0.2982227491674127],-0.2982227491674127,0.0
tt0049955,The Wild Party,"['Crime', 'Drama', 'Film-Noir']",1956,5.9,['nm0000063'],[-0.7016576945836565],-0.7016576945836565,0.0
tt0050781,The Hunchback of Notre Dame,"['Drama', 'History', 'Horror']",1956,6.7,['nm0000063'],[0.1052121962488318],0.1052121962488318,0.0
tt0050899,The Ride Back,"['Drama', 'Western']",1957,6.6,['nm0000063'],[0.0003859331450325],0.0003859331450325,0.0
tt0050903,The River's Edge,"['Adventure', 'Crime', 'Drama']",1957,6.4,['nm0000063'],[-0.2013315395630888],-0.2013315395630888,0.0
tt0051193,Wild Is the Wind,['Drama'],1957,6.7,['nm0000063'],[0.1012446694990941],0.1012446694990941,0.0
tt0051436,The Buccaneer,"['Adventure', 'Drama', 'History']",1958,6.5,['nm0000063'],[-0.1044403299587657],-0.1044403299587657,0.0
tt0051742,Hot Spell,['Drama'],1958,6.9,['nm0000063'],[0.2989946154574788],0.2989946154574788,0.0
tt0052631,The Black Orchid,"['Drama', 'Romance']",1958,6.4,['nm0000063'],[-0.2052990663128265],-0.2052990663128265,0.0
tt0052993,Last Train from Gun Hill,"['Drama', 'Romance', 'Western']",1959,7.3,"['nm0000063', 'nm0000018']","[0.6984620341239857, 0.4181560406578459]",0.5583090373909158,0.1401529967330698
tt0053434,Warlock,"['Drama', 'Western']",1959,7.2,"['nm0000063', 'nm0000020']","[0.597603297769925, 0.0923099903375832]",0.3449566440537541,0.2526466537161709
tt0053902,Heller in Pink Tights,['Western'],1960,5.9,['nm0000063'],[-0.7175278015826062],-0.7175278015826062,0.0
tt0054197,Portrait in Black,"['Crime', 'Drama', 'Mystery']",1960,6.4,['nm0000063'],[-0.2132341198123009],-0.2132341198123009,0.0
tt0055774,Barabbas,"['Biography', 'Drama', 'History']",1961,6.9,['nm0000063'],[0.2870920352082667],0.2870920352082667,0.0
tt0056406,Requiem for a Heavyweight,"['Drama', 'Sport']",1962,7.8,['nm0000063'],[1.1908531356450789],1.1908531356450789,0.0
tt0057831,Zorba the Greek,"['Comedy', 'Drama']",1964,7.7,['nm0000063'],[1.0820593457915428],1.0820593457915428,0.0
tt0058724,The Visit,['Drama'],1964,7.5,['nm0000063'],[0.8803418730834206],0.8803418730834206,0.0
tt0059269,A High Wind in Jamaica,"['Adventure', 'Drama']",1965,6.5,['nm0000063'],[-0.1322130172069266],-0.1322130172069266,0.0
tt0060637,Lost Command,"['Action', 'Drama', 'War']",1966,6.3,['nm0000063'],[-0.3378980166647866],-0.3378980166647866,0.0
tt0061377,The Rover,"['Adventure', 'Drama', 'History']",1967,6.2,['nm0000063'],[-0.4427242797685849],-0.4427242797685849,0.0
tt0061748,The Happening,['Comedy'],1967,5.2,['nm0000063'],[-1.4513116433091957],-1.4513116433091957,0.0
tt0062445,The 25th Hour,"['Drama', 'War']",1967,7.4,['nm0000063'],[0.7675805564801479],0.7675805564801479,0.0
